,detected_matches,valid_matches,inlier_rate,detection_time,EulerZ_error(degree),EulerY_error(degree),EulerX_error(degree),t1_error(m),t2_error(m),t3_error(m),delta_R(Rodrigues),delta_T(degree)
0,4255,4246,0.9978848413631022,0.3380481150088599,-0.0733014780315621,0.02813030308763363,0.020483302860330194,-0.001684620325493676,-0.00038570082397878207,-0.00072504106070727,0.08113722318620607,88.34956324899474
1,4254,4189,0.9847202632816173,0.19533897600194905,-0.005765144765767273,0.030788861562859777,0.017035528088846667,0.000604976294045171,-0.0014962436050988453,0.00105054802457072,0.03565595786061419,34.13381480513658
2,4255,4255,1.0,0.2776343269943027,0.2366795588249419,-0.015742911123583097,-0.009568552576055387,0.0009966832516763685,-0.0037728262951204927,-0.0025387680050591543,0.2373967813433985,86.14083454080227
3,4255,4255,1.0,0.22381497800233774,-0.0891615615753091,0.009861101364567136,-0.162669897808944,-0.0016022026724512267,0.0005809376108570226,-0.00010914518127814809,0.18577139674224985,67.30133435648145
4,4255,4255,1.0,0.21489599099732004,0.10464085309552147,-0.02142691799488599,-0.059904347925225955,0.0005122069584785833,-0.00234522557197681,-0.0006638178042101987,0.12247324171802007,89.14798425278364
5,4255,4255,1.0,0.22270601500349585,-0.13246466655972416,0.11690602419531675,0.0106168601857132,0.0005323665055552958,0.0001312996286549783,0.002467934603879857,0.17698516433854403,73.49698833298521
6,4255,4255,1.0,0.25445550300355535,-0.07926412336825653,0.017498970847934024,0.04163627890017173,-0.0014977980105662122,-0.0006355086914624335,-0.0011059093775377254,0.09122273131716781,74.78761924128091
7,4256,3310,0.7777255639097744,0.28840486200351734,0.17653293675830353,0.074936239949006,0.02696471032931056,0.0003184899715436845,-0.0027857182647646455,-0.0008362237802017039,0.193681785357859,84.35988900142829
8,4256,3770,0.8858082706766918,0.28036130699911155,0.19199758793064375,0.15290123010255754,-0.01837757473546068,-0.00037040576980646,-0.0033252877170613965,-0.001111419456446763,0.24611004987056878,73.04480022643095
9,4194,4194,1.0,0.26715418900130317,0.396474910329534,0.15095695322908717,0.01297195187639646,-0.0004032341337541776,-0.007280842286987731,-0.0019093396903597207,0.42445504642570303,73.57109446614463
10,3578,2224,0.62157629960872,0.19856104400241747,-1.2757904759936625,0.6105025772340479,0.04059490413793849,-0.01116584474784918,0.0535536684135129,0.060621476298811115,1.4147209460059047,70.85050268442468
11,2694,1041,0.38641425389755013,0.18027678100042976,2.568651098495903,-1.6595713834545494,-4.918545591633268,-0.09988197929770547,0.23724572128992497,0.02669046770418025,5.8227121136275315,82.9070503711876
12,1999,625,0.31265632816408206,0.16274865200102795,1.6970869863003122,-4.090820145867806,-8.03097572275624,-0.1916076615562501,0.35844147166825896,0.06622438998325329,9.222323297570309,65.26260814729187
13,1400,671,0.47928571428571426,0.14308253899798729,1.5262699810537317,0.13297341917529296,-0.5357328369706854,-0.04514304205252475,0.052595768795407276,-0.02197638531415367,1.6224289926750342,80.73727024742264
14,1699,658,0.38728663919952916,0.18252175700035878,-0.0889401024208849,0.20028951852286342,0.7813612322249837,-0.040075478568726286,0.07690923912648613,-0.02734050490727918,0.8113617711642461,72.39828959476868
15,2443,1100,0.4502660663119116,0.18939818101353012,2.02136162285249,0.03654495651260671,2.302940732654746,-0.022420435065031854,0.06881159612793702,-0.04097590077258612,3.0648316564825,62.189995050195364
16,1918,661,0.34462982273201254,0.5226126460038358,-0.9547009435859725,-0.17044990537431295,-1.2209677334917928,-0.0025882399179975846,-0.059910458026886784,-0.0031310619716830353,1.558128772324548,84.06852118202417
17,591,138,0.233502538071066,0.27692526500322856,1.2991982170502672,-1.5824624849984255,-6.2966025303686015,0.0519400334869003,0.06723094739060369,0.04068063864057941,6.637839988802025,49.77372733937122
18,2282,675,0.2957931638913234,0.2308432179997908,-0.35607723994004,-0.5991676136049264,2.374258939628188,-0.023267217905739677,-0.25324456565141595,-0.030268730256531425,2.476220628486503,75.61851096925041
19,531,153,0.288135593220339,0.15677273798792157,1.988081999032223,0.8517183481233862,6.368782123103118,0.04478838549736876,-0.019236429122092367,-0.12432587394224845,6.739629738372985,33.681495739114354
20,1453,345,0.23743977976600136,0.1840328170073917,2.6717022774540835,-0.7389536293008723,2.518104920999789,-0.01945720418241105,0.17781575046262982,-0.09129076088456002,3.733201674895861,69.05646779356586
21,3430,2274,0.6629737609329446,0.26394304500718135,0.8881067447321075,-0.06994912849962279,0.4375764065069035,0.004268727679678958,-0.008956669723579218,-0.0030226378724160356,0.9922808017506548,89.3986987462612
22,1549,526,0.3395739186571982,0.16615667199948803,-0.6512365949366327,0.5659990201422203,-0.46801974669246166,0.016967425888833827,-0.13622615069303756,-0.018531215505122357,0.9831122958148193,88.05482109311994
23,622,164,0.26366559485530544,0.14405993300897535,0.07694372038840287,-0.7686924551149038,-7.270819348497308,-0.0013332738709201505,0.013542905123346997,0.0989591370252327,7.312203966262131,27.240819308225426
24,2119,549,0.25908447380840016,0.1787029650004115,1.207735277047077,-0.8301680796633296,1.6599779795036285,0.05296606488830762,-0.25768153542200956,-0.26986247101503,2.207737891785728,33.482138766019375
25,793,185,0.23329129886506936,0.13583938000374474,3.4242702969776317,0.8023081076469089,7.551776758540296,0.06771658991249824,-0.040129063201188656,-0.12720428750465404,8.351207093308686,44.80848821033871
26,1933,784,0.40558717020175894,0.1689393279957585,2.8667699604434937,0.0010662394515362729,5.161098705002794,0.017930956582872696,-0.01690670247747872,-0.07467151492289774,5.903391254193387,46.73520760532878
27,1964,719,0.36608961303462323,0.18940267100697383,-1.9414526939264714,1.612273486828836,0.1690430191920743,0.03759215400314426,-0.04529328768647427,0.02499970822598839,2.527400144223526,88.93812601093428
28,834,242,0.290167865707434,0.14684482199663762,-0.8248847436262021,-0.15933637445523735,0.6631419259803413,-0.0020194326477334214,-0.2304434560438912,-0.006015337358173213,1.0710242933011769,54.21085613767556
29,1487,265,0.17821116341627438,0.16718487000616733,-1.3853204414738478,0.5001930047004468,8.566489134153441,0.036658869286369175,-0.4353732161926096,-0.010836695929739681,8.685987860702081,62.9229175977669
30,412,81,0.1966019417475728,0.16077935000066645,-0.7155489467758999,1.3876459351784838,16.700176329578174,0.18404420282843598,-1.0525289373037865,-1.1123518943334771,16.76385226522148,32.89265200365156
