,detected_matches,valid_matches,inlier_rate,detection_time,EulerZ_error(degree),EulerY_error(degree),EulerX_error(degree),t1_error(m),t2_error(m),t3_error(m),delta_R(Rodrigues),delta_T(degree)
55,1064,1062,0.9981203007518797,0.2338580209907377,-0.00440998020212349,0.3955268076337154,0.21064677761289485,0.00010620451504986884,-0.002202924486692842,-0.014982198895857066,0.4481365633852138,83.96786113056524
56,1064,1048,0.9849624060150376,0.23022561600373592,-0.04363265312355296,0.45114729820377253,0.2016480458155494,0.000766916086960278,-0.0010242183090946682,-0.013083660588508706,0.49601424034449026,65.36962488739967
57,1064,1064,1.0,0.2448018389986828,-0.008913328497637762,0.4499068864578478,0.21720714142383302,0.0006739160869597132,-0.0010742183090947737,-0.012149660588508604,0.4996590345421568,65.35413762575908
58,1064,1064,1.0,0.63633029499033,-0.03632256076856646,0.5004508289776274,0.26581494321979643,-0.0010837634232196702,-0.0006019906101635286,-0.012692560745279803,0.5677527210989434,51.77443225949173
59,1064,1064,1.0,0.3894208519923268,-0.04708052260536479,0.45795432810087944,0.14912110860983668,0.0003378231818712303,-0.0014457087554629118,-0.00983758652536142,0.48385907104724224,88.08070175451685
60,1064,1064,1.0,0.27586112899007276,-0.13962280730360294,0.42038549000115993,0.08940951439370244,0.00019647695532323933,-0.0012788948394836489,-0.008313638684627702,0.4517973320500728,76.48672580853673
61,1064,1064,1.0,0.26641233699047007,-0.13677052482469496,0.3990278947779887,-0.02156655240457158,0.00023447695532322182,-0.0012408948394834443,-0.006616638684627752,0.4223920200665985,76.60965571015242
62,1064,1064,1.0,0.24366252101026475,-0.04285266616491592,0.40201855601237174,-0.1503551860760311,0.0005918189089754112,-0.0018582989545724896,-0.004169029321348722,0.43140127423305924,83.97967016502876
63,1064,1064,1.0,0.23480282700620592,-0.14455394468326727,0.3536721786491042,-0.20582051656197523,0.00035645447660619876,-0.00013819443120027174,-0.003513670352503746,0.43419507960590437,18.583518775360517
64,1064,1057,0.993421052631579,0.22830677700403612,-0.03173337684003775,0.13478085522689212,-0.16618698739248616,0.0006419336287765608,-0.002050044144395754,-0.000586177965279708,0.21634091723383597,55.647906771178114
65,1064,1048,0.9849624060150376,0.3237527930032229,0.011244055687677744,0.03391987298734985,-0.18924973899816108,0.0007039336287772334,-0.0021430441443956528,0.0015038220347202173,0.19259072971712865,79.65516158024434
66,1064,1064,1.0,0.38577627899940126,0.044642181864097796,-0.06558634821282364,-0.1939248563157317,0.0007349336287762375,-0.0023520441443955565,0.003719822034720324,0.2095501058792746,74.53699556955793
67,1064,1051,0.9877819548872181,0.31424333099857904,-0.0877358860775174,-0.22137314789451595,-0.09014754189775727,0.00018542475945767812,5.4312149284675704e-05,0.006539391306098107,0.2545577648302103,71.99200684903005
68,1064,1044,0.981203007518797,0.27208262399653904,-0.026463487028396862,-0.3164100409668252,-0.05933422379915406,0.0007714137815863643,-0.0027860191300461195,0.008796934599395826,0.3229976753424316,76.53656344438751
69,1064,1043,0.9802631578947368,0.2511520690022735,0.02385583173825475,-0.3377948539902131,-0.13229802154759096,7.529705999152043e-05,-6.982263011198644e-05,0.010161094163333169,0.36358738300672366,64.11120629148738
70,1064,1064,1.0,0.23758377600461245,0.024023337264749138,-0.38170807897038633,-0.15673858168718532,0.0007252153707249575,-0.0030077799369204444,0.012475609872924986,0.4133644313648968,84.37910989067876
71,1064,1049,0.9859022556390977,0.2303638699959265,0.0025422320207775365,-0.47881200922320694,-0.10097945669571669,0.001757572531496042,-0.0012740307169574186,0.015423762294662108,0.4893529806957557,51.43631819037148
72,1064,1064,1.0,0.2701477020018501,0.02588803717694216,-0.6080420509547821,-0.24769146622691507,-0.0005672490150913725,-0.0008784113632327359,0.013034655725832544,0.6571178390947856,20.80044859191971
73,1064,1064,1.0,0.31255191899253987,0.019394107325140467,-0.5459217728636375,-0.41350334615717904,-0.00029039579976325946,0.0002960912160135747,0.014447223887699878,0.6851765056145416,30.168629784961848
74,1064,1062,0.9981203007518797,0.28793511699768715,0.10060296522733815,-0.6955320598201262,-0.3204548350131513,0.0005107778195961941,-0.0009396800476953609,0.014539887049047743,0.7726364271089068,1.8636646628012778
75,1330,1220,0.9172932330827067,0.24613531699287705,-0.08940323658405895,-0.7846762545540078,-0.4833278356043036,0.0008288585334955571,0.0026729701043315883,0.014474335696948967,0.9255916770793466,37.12484338181221
76,1119,861,0.7694369973190348,0.23413403199811,-1.6346135821724403,-0.5237207745693568,-4.7544978312977655,0.022425541970982732,0.05602219723478697,0.039481826887148706,5.04764759118885,72.34424951113404
77,1307,477,0.36495791889824025,0.24084790800407063,-2.4539716805487326,-5.378924894100322,-5.787992167139925,-0.3186033766555965,0.04751469148064531,0.05294512478496812,8.19073187014292,83.90865171780965
78,487,264,0.5420944558521561,0.1469800250051776,-1.4665046276289857,0.34491894818267205,2.3672099157822872,-0.015020710881765693,-0.04433045331602906,-0.01598609330302643,2.802152719050303,53.55419472765002
79,1026,386,0.3762183235867446,0.16765157799818553,1.2244385553540746,0.49019583975356035,2.6855934866576026,0.014706418590592421,0.0013593141664013874,-0.04632788940756161,2.996624769111733,12.34007992565099
80,1029,577,0.5607385811467445,0.19113118600216694,0.27303167384654714,0.4139323415423129,0.5614901862040007,0.0021647326160874544,0.00020879940322424758,-0.008392396474709591,0.7498418245316855,4.250741832135976
81,1115,526,0.4717488789237668,0.18901005099178292,1.3475026436512558,0.6813740172041763,2.5048760995025234,0.02622178436217098,-0.0014034519528940254,-0.03998348663657651,2.931585540297898,23.390818068671912
82,1195,727,0.6083682008368201,0.25349974699201994,0.1775501267964722,-0.17921227749400967,0.6427602754770348,0.00413812777904034,-0.005092858649739137,-0.0038153888148056148,0.6902348949072763,17.602427368567753
83,1105,560,0.5067873303167421,0.24153260300226975,1.7041747573399528,0.09585446794446299,0.41401568189827576,0.017443145806608995,-0.0374272867857997,0.005074513592714804,1.7566945351691376,73.04329403620594
84,1429,806,0.5640307907627712,0.23278811400814448,0.20500793427889438,0.7900035202778709,1.3714955416157908,0.019727428245374844,-0.014869661087234757,-0.012401070531091036,1.5971781820997475,40.496368124803226
85,1017,678,0.6666666666666666,0.22590739800943993,-0.09691350081444136,-0.06156254541789242,-0.21022874080718643,-0.00873508192072645,0.02138835042788472,-0.005149087594879444,0.23949194176856053,56.13060589677705
